"questionnaire_timestamp";"id";"bed_time";"late";"late_reason";"wake_time";"sleep_transition";"sleep_struggle";"night_wake";"wake_earlier";"wake_earlier_problem";"sleep_quality";"physical_activity";"mental_digital_activity";"social_activity";"light";"presleep_description";"temptation_smoking";"temptation_eating";"temptation_chat";"temptation_coffee";"temptation_social_media";"temptation_internet";"temptation_tv";"temptation_alcohol";"temptation_soft_drink";"temptation_cleaning";"temptation_shopping";"temptation_other";"bed_time_plan_aligned";"steps";"sun_hours";"temptation_score";"ego_depletion";"date";"day_of_week";"procrastination_minutes";"procrastination_minutes_positive";"procrastination_minutes_positive_15by15";"procrastination_minutes_positive_four_bins";"sleep_transition_minutes_estimated";"sleep_minutes";"procrastination_minutes_four_day_cumulative_history";"procrastination_minutes_three_day_cumulative_history";"procrastination_minutes_two_day_cumulative_history";"sleep_struggle_four_day_cumulative_history";"sleep_struggle_three_day_cumulative_history";"sleep_struggle_two_day_cumulative_history";"night_wake_four_day_cumulative_history";"night_wake_three_day_cumulative_history";"night_wake_two_day_cumulative_history";"sleep_quality_four_day_cumulative_history";"sleep_quality_three_day_cumulative_history";"sleep_quality_two_day_cumulative_history";"social_activity_four_day_cumulative_history";"social_activity_three_day_cumulative_history";"social_activity_two_day_cumulative_history";"light_four_day_cumulative_history";"light_three_day_cumulative_history";"light_two_day_cumulative_history";"temptation_eating_four_day_cumulative_history";"temptation_eating_three_day_cumulative_history";"temptation_eating_two_day_cumulative_history";"temptation_coffee_four_day_cumulative_history";"temptation_coffee_three_day_cumulative_history";"temptation_coffee_two_day_cumulative_history";"temptation_score_four_day_cumulative_history";"temptation_score_three_day_cumulative_history";"temptation_score_two_day_cumulative_history";"procrastination_minutes_three_days_ago";"procrastination_minutes_two_days_ago";"procrastination_minutes_one_days_ago";"temptation_score_three_days_ago";"temptation_score_two_days_ago";"temptation_score_one_days_ago";"bed_time_three_days_ago";"bed_time_two_days_ago";"bed_time_one_days_ago";"sleep_deficit_change";"sleep_deficit_minutes"
"2017-04-15 10:45:45+02:00";"MJ87";"2017-04-15 01:00:00";1.0;"het was nog gezellig";"2017-04-14 07:50:00";1.0;0.0;1.0;0.0;1.0;2.0;1.0;1.0;1.0;3.0;"gamen, bankhangen";0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;"2017-04-14 23:30:00";8599.0;4.8;4.0;0.0;"2017-04-14 10:45:45+02:00";4.0;90.0;90.0;6.0;3.0;"0:30:00";380.0;45.0;30.0;45.0;1.0;0.0;0.0;3.0;3.0;2.0;8.0;6.0;4.0;5.0;4.0;2.0;11.0;8.0;6.0;4.0;4.0;3.0;0.0;0.0;0.0;20.0;14.0;8.0;15.0;-15.0;-45.0;6.0;6.0;4.0;"2017-04-11 23:45:00";"2017-04-13 00:45:00";"2017-04-14 00:15:00";100.0;100.0
"2017-04-16 15:37:49+02:00";"MJ87";"2017-04-16 00:20:00";1.0;"Was nog aan het overleggen over een online bestelling die wat langer duurde dan verwacht";"2017-04-15 08:00:00";2.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;3.0;"tv kijken, telefoon gebruikt";0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;"2017-04-15 23:30:00";4493.0;4.5;4.0;0.0;"2017-04-15 15:37:49+02:00";5.0;50.0;50.0;3.0;2.0;"1:00:00";400.0;80.0;95.0;140.0;1.0;1.0;1.0;4.0;3.0;2.0;7.0;5.0;3.0;5.0;3.0;2.0;11.0;9.0;6.0;4.0;3.0;2.0;0.0;0.0;0.0;18.0;12.0;8.0;-15.0;-45.0;90.0;6.0;4.0;4.0;"2017-04-13 00:45:00";"2017-04-14 00:15:00";"2017-04-15 01:00:00";80.0;180.0
"2017-04-17 09:57:40+02:00";"MJ87";"2017-04-16 23:30:00";0.0;"";"2017-04-16 08:40:00";1.0;0.0;1.0;0.0;1.0;2.0;0.0;1.0;3.0;2.0;"bank hangen, lezen";0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;"2017-04-16 23:30:00";2708.0;2.9;4.0;0.0;"2017-04-16 09:57:40+02:00";6.0;0.0;0.0;0.0;0.0;"0:30:00";520.0;95.0;140.0;50.0;1.0;1.0;1.0;4.0;3.0;2.0;7.0;5.0;3.0;6.0;5.0;4.0;11.0;8.0;5.0;3.0;2.0;0.0;0.0;0.0;0.0;16.0;12.0;8.0;-45.0;90.0;50.0;4.0;4.0;4.0;"2017-04-14 00:15:00";"2017-04-15 01:00:00";"2017-04-16 00:20:00";-40.0;80.0
"2017-04-18 12:15:40+02:00";"MJ87";"2017-04-18 00:00:00";1.0;"Nog even lezen en praten";"2017-04-17 07:45:00";1.0;1.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;3.0;"Passion kijken, lezen, appen";0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;"2017-04-17 23:30:00";6770.0;9.9;4.0;0.0;"2017-04-17 12:15:40+02:00";0.0;30.0;30.0;2.0;1.0;"0:30:00";435.0;170.0;80.0;30.0;2.0;2.0;1.0;3.0;2.0;1.0;6.0;4.0;3.0;6.0;5.0;4.0;11.0;8.0;5.0;2.0;0.0;0.0;0.0;0.0;0.0;16.0;12.0;8.0;90.0;50.0;0.0;4.0;4.0;4.0;"2017-04-15 01:00:00";"2017-04-16 00:20:00";"2017-04-16 23:30:00";45.0;185.0
"2017-04-19 16:49:25+02:00";"MJ87";"2017-04-19 02:00:00";1.0;"er kwamen vrienden langs";"2017-04-18 11:00:00";0.0;0.0;1.0;1.0;2.0;2.0;2.0;1.0;3.0;0.0;"vrienden, drinken";0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;"2017-04-19 01:00:00";8186.0;10.2;4.0;0.0;"2017-04-18 16:49:25+02:00";1.0;60.0;60.0;4.0;2.0;"0:15:00";525.0;140.0;90.0;90.0;2.0;1.0;1.0;3.0;2.0;1.0;6.0;5.0;3.0;8.0;7.0;4.0;8.0;5.0;3.0;2.0;2.0;2.0;0.0;0.0;0.0;16.0;12.0;8.0;50.0;0.0;30.0;4.0;4.0;4.0;"2017-04-16 00:20:00";"2017-04-16 23:30:00";"2017-04-18 00:00:00";-45.0;40.0
"2017-04-20 11:26:10+02:00";"MJ87";"2017-04-20 01:00:00";0.0;"";"2017-04-19 09:30:00";3.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;1.0;3.0;"Gamen";0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;"2017-04-20 01:00:00";10586.0;7.9;4.0;2.0;"2017-04-19 11:26:10+02:00";2.0;0.0;0.0;0.0;0.0;"1:30:00";420.0;90.0;90.0;60.0;1.0;1.0;0.0;2.0;1.0;1.0;7.0;5.0;4.0;8.0;5.0;4.0;8.0;6.0;3.0;4.0;4.0;4.0;0.0;0.0;0.0;16.0;12.0;8.0;0.0;30.0;60.0;4.0;4.0;4.0;"2017-04-16 23:30:00";"2017-04-18 00:00:00";"2017-04-19 02:00:00";60.0;60.0
"2017-04-21 13:41:35+02:00";"MJ87";"2017-04-20 23:45:00";0.0;"";"2017-04-20 10:15:00";1.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;2.0;1.0;"verjaardag ,terug rijden naar huis";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2017-04-21 01:00:00";6246.0;11.5;0.0;0.0;"2017-04-20 13:41:35+02:00";3.0;-75.0;0.0;0.0;0.0;"0:30:00";600.0;15.0;-15.0;-75.0;1.0;0.0;0.0;1.0;1.0;0.0;7.0;6.0;4.0;7.0;6.0;3.0;7.0;4.0;4.0;4.0;4.0;2.0;0.0;0.0;0.0;12.0;8.0;4.0;30.0;60.0;0.0;4.0;4.0;4.0;"2017-04-18 00:00:00";"2017-04-19 02:00:00";"2017-04-20 01:00:00";-120.0;0.0
"2017-04-22 10:56:51+02:00";"MJ87";"2017-04-22 00:45:00";1.0;"Ik was iets later thuis dan verwacht";"2017-04-21 08:30:00";0.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;3.0;3.0;"borrel met vrienden, terugrit met metro naar huis";0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;"2017-04-22 00:30:00";8213.0;0.3;4.0;0.0;"2017-04-21 10:56:51+02:00";4.0;15.0;15.0;1.0;1.0;"0:15:00";450.0;0.0;-60.0;-60.0;0.0;0.0;0.0;1.0;0.0;0.0;8.0;6.0;4.0;9.0;6.0;5.0;7.0;7.0;4.0;4.0;2.0;0.0;0.0;0.0;0.0;12.0;8.0;4.0;60.0;0.0;-75.0;4.0;4.0;0.0;"2017-04-19 02:00:00";"2017-04-20 01:00:00";"2017-04-20 23:45:00";30.0;30.0
"2017-04-23 09:51:38+02:00";"MJ87";"2017-04-22 23:45:00";1.0;"nog even lezen en door sociale media scrollen";"2017-04-22 08:30:00";0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;1.0;"sporten, douchen, tv kijken, lezen";0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;"2017-04-22 23:30:00";3673.0;6.8;6.0;0.0;"2017-04-22 09:51:38+02:00";5.0;15.0;15.0;1.0;1.0;"0:15:00";510.0;-45.0;-45.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;6.0;4.0;7.0;6.0;4.0;8.0;5.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;14.0;10.0;10.0;0.0;-75.0;15.0;4.0;0.0;4.0;"2017-04-20 01:00:00";"2017-04-20 23:45:00";"2017-04-22 00:45:00";-30.0;0.0
"2017-04-24 10:53:56+02:00";"MJ87";"2017-04-24 00:00:00";1.0;"nog even lezen";"2017-04-23 08:15:00";0.0;0.0;1.0;0.0;1.0;2.0;1.0;1.0;3.0;2.0;"bank hangen, lezen in bed";0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;"2017-04-23 23:30:00";6731.0;6.8;4.0;0.0;"2017-04-23 10:53:56+02:00";6.0;30.0;30.0;2.0;1.0;"0:15:00";480.0;-15.0;60.0;45.0;0.0;0.0;0.0;1.0;1.0;1.0;8.0;6.0;4.0;9.0;7.0;4.0;7.0;6.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;14.0;10.0;-75.0;15.0;15.0;0.0;4.0;6.0;"2017-04-20 23:45:00";"2017-04-22 00:45:00";"2017-04-22 23:45:00";0.0;0.0
"2017-04-25 12:02:42+02:00";"MJ87";"2017-04-24 23:45:00";1.0;"ik was nog in gesprek op de app";"2017-04-24 08:30:00";0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;2.0;1.0;"tv kijken, lezen, appen";0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"2017-04-24 23:30:00";5315.0;1.9;2.0;0.0;"2017-04-24 12:02:42+02:00";0.0;15.0;15.0;1.0;1.0;"0:15:00";510.0;75.0;60.0;45.0;0.0;0.0;0.0;1.0;1.0;1.0;8.0;6.0;4.0;9.0;6.0;5.0;7.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;12.0;6.0;15.0;15.0;30.0;4.0;6.0;4.0;"2017-04-22 00:45:00";"2017-04-22 23:45:00";"2017-04-24 00:00:00";-30.0;0.0
"2017-04-26 20:23:18+02:00";"MJ87";"2017-04-26 01:30:00";1.0;"Was langer gezellig dan verwacht ";"2017-04-25 11:00:00";1.0;0.0;0.0;0.0;0.0;2.0;1.0;2.0;2.0;0.0;"Serie kijken met vriendin, naar huis rijden";0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;"2017-04-26 00:30:00";3123.0;7.6;4.0;0.0;"2017-04-25 20:23:18+02:00";1.0;60.0;60.0;4.0;2.0;"0:30:00";540.0;120.0;105.0;75.0;0.0;0.0;0.0;1.0;1.0;0.0;8.0;6.0;4.0;8.0;7.0;4.0;4.0;3.0;1.0;2.0;2.0;2.0;0.0;0.0;0.0;16.0;10.0;6.0;15.0;30.0;15.0;6.0;4.0;2.0;"2017-04-22 23:45:00";"2017-04-24 00:00:00";"2017-04-24 23:45:00";-60.0;0.0
"2017-04-27 21:27:33+02:00";"MJ87";"2017-04-27 01:00:00";1.0;"zat nog langer te lezen";"2017-04-26 11:30:00";0.0;0.0;1.0;0.0;1.0;2.0;0.0;1.0;2.0;1.0;"cafe, naar huis met de bus, lezen";0.0;1.0;1.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;"2017-04-27 01:00:00";3325.0;8.0;6.0;2.0;"2017-04-26 21:27:33+02:00";2.0;0.0;0.0;0.0;0.0;"0:15:00";615.0;105.0;75.0;60.0;0.0;0.0;0.0;2.0;1.0;1.0;8.0;6.0;4.0;9.0;6.0;4.0;4.0;2.0;1.0;3.0;3.0;3.0;0.0;0.0;0.0;16.0;12.0;10.0;30.0;15.0;60.0;4.0;2.0;4.0;"2017-04-24 00:00:00";"2017-04-24 23:45:00";"2017-04-26 01:30:00";-135.0;0.0
"2017-04-28 10:02:58+02:00";"MJ87";"2017-04-28 00:30:00";1.0;"gamen liep uit en lag nog gezellig te kletsen";"2017-04-27 08:00:00";0.0;0.0;0.0;1.0;1.0;2.0;0.0;2.0;0.0;3.0;"gamen, kletsen";0.0;2.0;0.0;0.0;2.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;"2017-04-28 00:00:00";3466.0;7.5;8.0;0.0;"2017-04-27 10:02:58+02:00";3.0;30.0;30.0;2.0;1.0;"0:15:00";435.0;105.0;90.0;30.0;0.0;0.0;0.0;1.0;1.0;1.0;8.0;6.0;4.0;6.0;4.0;2.0;5.0;4.0;4.0;5.0;5.0;3.0;0.0;0.0;0.0;20.0;18.0;14.0;15.0;60.0;0.0;2.0;4.0;6.0;"2017-04-24 23:45:00";"2017-04-26 01:30:00";"2017-04-27 01:00:00";45.0;45.0
"2017-04-10 09:37:29+02:00";"PM61";"2017-04-09 23:30:00";0.0;"";"2017-04-09 07:15:00";2.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;2.0;"Metroreis, wandelen, televisie, gesprekken";0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;NaT;15943.0;12.3;4.0;0.0;"2017-04-09 09:37:29+02:00";6.0;nan;nan;nan;nan;"1:00:00";405.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;75.0;75.0
"2017-04-11 15:33:28+02:00";"PM61";"2017-04-10 23:30:00";1.0;"Ik was later thuis dan ik had gehoopt";"2017-04-10 07:30:00";3.0;1.0;0.0;0.0;3.0;1.0;0.0;2.0;2.0;2.0;"Bezoek bij schoonouders, autorijden, betalingen afhandelen, douchen";0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;"2017-04-10 23:00:00";4069.0;6.2;4.0;0.0;"2017-04-10 15:33:28+02:00";0.0;30.0;30.0;2.0;1.0;"1:30:00";390.0;30.0;30.0;30.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;3.0;3.0;3.0;4.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;8.0;8.0;nan;nan;nan;nan;nan;4.0;nan;nan;"2017-04-09 23:30:00";90.0;165.0
"2017-04-12 01:51:50+02:00";"PM61";"2017-04-11 23:46:00";1.0;"Ik was een game aan het uitspelen";"2017-04-11 07:30:00";3.0;1.0;2.0;0.0;3.0;0.0;0.0;2.0;1.0;3.0;"Gamen, conversatie via telefoon-app";2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;"2017-04-11 23:00:00";2397.0;10.3;6.0;0.0;"2017-04-11 01:51:50+02:00";1.0;46.0;46.0;3.0;2.0;"1:30:00";374.0;76.0;76.0;76.0;2.0;2.0;2.0;3.0;3.0;2.0;2.0;2.0;1.0;4.0;4.0;3.0;7.0;7.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;14.0;10.0;nan;nan;30.0;nan;4.0;4.0;nan;"2017-04-09 23:30:00";"2017-04-10 23:30:00";106.0;271.0
"2017-04-13 16:48:23+02:00";"PM61";"2017-04-13 02:00:00";1.0;"Er kwamen vrienden langs";"2017-04-12 11:00:00";2.0;0.0;1.0;0.0;0.0;2.0;3.0;1.0;2.0;0.0;"Met vrienden op de bank zitten";0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;"2017-04-13 00:00:00";5646.0;0.9;4.0;0.0;"2017-04-12 16:48:23+02:00";2.0;120.0;120.0;8.0;3.0;"1:00:00";480.0;196.0;196.0;166.0;2.0;2.0;1.0;4.0;3.0;3.0;4.0;3.0;2.0;6.0;5.0;3.0;7.0;5.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;14.0;10.0;nan;30.0;46.0;4.0;4.0;6.0;"2017-04-09 23:30:00";"2017-04-10 23:30:00";"2017-04-11 23:46:00";0.0;271.0
"2017-04-14 12:49:48+02:00";"PM61";"2017-04-14 00:00:00";0.0;"";"2017-04-13 07:50:00";1.0;0.0;1.0;0.0;2.0;1.0;1.0;1.0;0.0;3.0;"Afwassen, gamen";0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;"2017-04-14 01:00:00";5918.0;6.6;4.0;0.0;"2017-04-13 12:49:48+02:00";3.0;-60.0;0.0;0.0;0.0;"0:30:00";440.0;136.0;106.0;60.0;2.0;1.0;0.0;4.0;4.0;2.0;4.0;3.0;3.0;5.0;3.0;2.0;8.0;6.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;14.0;8.0;30.0;46.0;120.0;4.0;6.0;4.0;"2017-04-10 23:30:00";"2017-04-11 23:46:00";"2017-04-13 02:00:00";40.0;236.0
"2017-04-15 13:22:06+02:00";"PM61";"2017-04-15 00:15:00";0.0;"";"2017-04-14 09:30:00";0.0;0.0;1.0;0.0;1.0;2.0;0.0;1.0;0.0;3.0;"Gamen";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;"2017-04-14 23:00:00";5743.0;4.8;2.0;0.0;"2017-04-14 13:22:06+02:00";4.0;75.0;75.0;5.0;3.0;"0:15:00";540.0;181.0;135.0;15.0;1.0;0.0;0.0;5.0;3.0;2.0;5.0;5.0;3.0;3.0;2.0;0.0;9.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;10.0;6.0;46.0;120.0;-60.0;6.0;4.0;4.0;"2017-04-11 23:46:00";"2017-04-13 02:00:00";"2017-04-14 00:00:00";-60.0;86.0
"2017-04-16 08:46:16+02:00";"PM61";"2017-04-15 23:45:00";1.0;"Het was maar een kwarter; maar ik was aan het gamen";"2017-04-15 07:45:00";1.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;1.0;3.0;"Gamen";0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;"2017-04-15 23:30:00";5609.0;4.5;4.0;0.0;"2017-04-15 08:46:16+02:00";5.0;15.0;15.0;1.0;1.0;"0:30:00";450.0;150.0;30.0;90.0;0.0;0.0;0.0;3.0;2.0;1.0;7.0;5.0;4.0;3.0;1.0;1.0;9.0;9.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;10.0;6.0;120.0;-60.0;75.0;4.0;4.0;2.0;"2017-04-13 02:00:00";"2017-04-14 00:00:00";"2017-04-15 00:15:00";30.0;30.0
"2017-04-17 10:05:28+02:00";"PM61";"2017-04-16 23:30:00";0.0;"";"2017-04-16 07:30:00";1.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;2.0;3.0;"Gamen, Skype, ontspannings-video's kijken";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;"2017-04-16 23:30:00";2499.0;2.9;2.0;0.0;"2017-04-16 10:05:28+02:00";6.0;0.0;0.0;0.0;0.0;"0:30:00";450.0;30.0;90.0;15.0;0.0;0.0;0.0;2.0;1.0;0.0;7.0;6.0;4.0;3.0;3.0;3.0;12.0;9.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;8.0;6.0;-60.0;75.0;15.0;4.0;2.0;4.0;"2017-04-14 00:00:00";"2017-04-15 00:15:00";"2017-04-15 23:45:00";30.0;60.0
"2017-04-18 22:41:26+02:00";"PM61";"2017-04-18 00:30:00";1.0;"Mijn serie (The OA) was interessanter dan ik van te voren had zien aankomen";"2017-04-17 07:45:00";0.0;0.0;0.0;1.0;3.0;1.0;0.0;1.0;1.0;3.0;"Serie kijken";0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;"2017-04-18 00:00:00";11129.0;9.9;4.0;0.0;"2017-04-17 22:41:26+02:00";0.0;30.0;30.0;2.0;1.0;"0:15:00";420.0;120.0;45.0;30.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0;5.0;3.0;4.0;4.0;3.0;12.0;9.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;10.0;6.0;75.0;15.0;0.0;2.0;4.0;2.0;"2017-04-15 00:15:00";"2017-04-15 23:45:00";"2017-04-16 23:30:00";60.0;90.0
"2017-04-19 13:33:01+02:00";"PM61";"2017-04-19 00:15:00";1.0;"Ik was aan het gamen met een vriend en dat liep uit";"2017-04-18 07:45:00";3.0;1.0;2.0;0.0;2.0;0.0;0.0;2.0;1.0;3.0;"Gamen, ontspanningsvideo's kijken";1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;"2017-04-18 23:30:00";7209.0;10.2;5.0;3.0;"2017-04-18 13:33:01+02:00";1.0;45.0;45.0;3.0;2.0;"1:30:00";360.0;90.0;75.0;75.0;1.0;1.0;1.0;2.0;2.0;2.0;5.0;3.0;1.0;5.0;4.0;2.0;12.0;9.0;6.0;1.0;1.0;1.0;0.0;0.0;0.0;15.0;11.0;9.0;15.0;0.0;30.0;4.0;2.0;4.0;"2017-04-15 23:45:00";"2017-04-16 23:30:00";"2017-04-18 00:30:00";120.0;240.0
"2017-04-20 16:15:11+02:00";"PM61";"2017-04-19 23:30:00";0.0;"";"2017-04-19 07:50:00";1.0;0.0;0.0;0.0;2.0;2.0;0.0;1.0;2.0;3.0;"Gamen, ontspanningsvideo's kijken";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;"2017-04-19 23:30:00";8042.0;7.9;2.0;0.0;"2017-04-19 16:15:11+02:00";2.0;0.0;0.0;0.0;0.0;"0:30:00";470.0;75.0;75.0;45.0;1.0;1.0;1.0;2.0;2.0;2.0;5.0;3.0;2.0;6.0;4.0;3.0;12.0;9.0;6.0;1.0;1.0;1.0;0.0;0.0;0.0;13.0;11.0;7.0;0.0;30.0;45.0;2.0;4.0;5.0;"2017-04-16 23:30:00";"2017-04-18 00:30:00";"2017-04-19 00:15:00";10.0;220.0
"2017-04-21 11:25:00+02:00";"PM61";"2017-04-21 01:00:00";0.0;"";"2017-04-20 21:30:00";3.0;0.0;0.0;0.0;1.0;2.0;1.0;2.0;1.0;1.0;"Gamen";0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;"2017-04-21 00:30:00";4918.0;11.5;4.0;0.0;"2017-04-20 11:25:00+02:00";3.0;30.0;30.0;2.0;1.0;"1:30:00";1140.0;105.0;75.0;30.0;1.0;1.0;0.0;2.0;2.0;0.0;5.0;4.0;4.0;5.0;4.0;3.0;10.0;7.0;4.0;1.0;1.0;0.0;0.0;0.0;0.0;15.0;11.0;6.0;30.0;45.0;0.0;4.0;5.0;2.0;"2017-04-18 00:30:00";"2017-04-19 00:15:00";"2017-04-19 23:30:00";-660.0;0.0
"2017-04-22 14:10:20+02:00";"PM61";"2017-04-22 00:00:00";0.0;"";"2017-04-21 10:00:00";1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;3.0;0.0;"Eten, meerijden in auto, praten";0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;"2017-04-22 01:00:00";10661.0;0.3;3.0;1.0;"2017-04-21 14:10:20+02:00";4.0;-60.0;0.0;0.0;0.0;"0:30:00";570.0;15.0;-30.0;-30.0;1.0;0.0;0.0;2.0;0.0;0.0;6.0;6.0;4.0;7.0;6.0;4.0;7.0;4.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;14.0;9.0;7.0;45.0;0.0;30.0;5.0;2.0;4.0;"2017-04-19 00:15:00";"2017-04-19 23:30:00";"2017-04-21 01:00:00";-90.0;0.0
"2017-04-23 09:43:26+02:00";"PM61";"2017-04-22 23:30:00";0.0;"";"2017-04-22 08:00:00";2.0;1.0;1.0;0.0;2.0;1.0;0.0;2.0;2.0;3.0;"Reizen met metro, reizen met bus, gamen, op YouTube rondhangen";1.0;1.0;0.0;0.0;2.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;"2017-04-22 23:30:00";4582.0;6.8;7.0;3.0;"2017-04-22 09:43:26+02:00";5.0;0.0;0.0;0.0;0.0;"1:00:00";450.0;-30.0;-30.0;-60.0;1.0;1.0;1.0;1.0;1.0;1.0;7.0;5.0;3.0;8.0;6.0;5.0;7.0;4.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;16.0;14.0;10.0;0.0;30.0;-60.0;2.0;4.0;3.0;"2017-04-19 23:30:00";"2017-04-21 01:00:00";"2017-04-22 00:00:00";30.0;30.0
"2017-04-24 00:02:32+02:00";"PM61";"2017-04-23 23:50:00";1.0;"Gamen liep uit";"2017-04-23 08:05:00";1.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;1.0;3.0;"Naar huis fietsen, gamen";1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;"2017-04-23 23:30:00";3420.0;6.8;5.0;1.0;"2017-04-23 00:02:32+02:00";6.0;20.0;20.0;1.0;1.0;"0:30:00";465.0;-10.0;-40.0;20.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;3.0;1.0;7.0;6.0;3.0;7.0;6.0;6.0;1.0;1.0;1.0;1.0;1.0;0.0;19.0;15.0;12.0;30.0;-60.0;0.0;4.0;3.0;7.0;"2017-04-21 01:00:00";"2017-04-22 00:00:00";"2017-04-22 23:30:00";15.0;45.0
"2017-04-25 15:17:19+02:00";"PM61";"2017-04-25 01:30:00";1.0;"Het was gezellig op het terras";"2017-04-24 13:00:00";1.0;0.0;2.0;0.0;0.0;3.0;1.0;0.0;3.0;0.0;"Op terras zitten, fietsen, treinreizen, fietsen";1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;"2017-04-24 23:30:00";3311.0;1.9;6.0;2.0;"2017-04-24 15:17:19+02:00";0.0;120.0;120.0;8.0;3.0;"0:30:00";660.0;80.0;140.0;140.0;1.0;1.0;0.0;3.0;3.0;2.0;6.0;4.0;3.0;9.0;6.0;4.0;6.0;6.0;3.0;2.0;2.0;1.0;1.0;0.0;0.0;21.0;18.0;11.0;-60.0;0.0;20.0;3.0;7.0;5.0;"2017-04-22 00:00:00";"2017-04-22 23:30:00";"2017-04-23 23:50:00";-180.0;0.0
