bed_time,late,wake_time,sleep_transition,sleep_struggle,night_wake,wake_earlier,wake_earlier_problem,sleep_quality,physical_activity,mental_digital_activity,social_activity,light,temptation_smoking,temptation_eating,temptation_chat,temptation_coffee,temptation_social_media,temptation_internet,temptation_tv,temptation_alcohol,temptation_soft_drink,temptation_cleaning,temptation_shopping,temptation_other,steps,active_minutes,sun_hours,temptation_score,ego_depletion,day_of_week,procrastination_minutes,procrastination_minutes_positive,procrastination_minutes_positive_15by15,procrastination_minutes_positive_four_bins,sleep_transition_minutes_estimated,sleep_minutes,procrastination_minutes_four_day_cumulative_history,procrastination_minutes_three_day_cumulative_history,procrastination_minutes_two_day_cumulative_history,sleep_minutes_four_day_cumulative_history,sleep_minutes_three_day_cumulative_history,sleep_minutes_two_day_cumulative_history,sleep_struggle_four_day_cumulative_history,sleep_struggle_three_day_cumulative_history,sleep_struggle_two_day_cumulative_history,night_wake_four_day_cumulative_history,night_wake_three_day_cumulative_history,night_wake_two_day_cumulative_history,sleep_quality_four_day_cumulative_history,sleep_quality_three_day_cumulative_history,sleep_quality_two_day_cumulative_history,social_activity_four_day_cumulative_history,social_activity_three_day_cumulative_history,social_activity_two_day_cumulative_history,light_four_day_cumulative_history,light_three_day_cumulative_history,light_two_day_cumulative_history,temptation_eating_four_day_cumulative_history,temptation_eating_three_day_cumulative_history,temptation_eating_two_day_cumulative_history,temptation_coffee_four_day_cumulative_history,temptation_coffee_three_day_cumulative_history,temptation_coffee_two_day_cumulative_history,temptation_score_four_day_cumulative_history,temptation_score_three_day_cumulative_history,temptation_score_two_day_cumulative_history,procrastination_minutes_three_days_ago,procrastination_minutes_two_days_ago,procrastination_minutes_one_days_ago,temptation_score_three_days_ago,temptation_score_two_days_ago,temptation_score_one_days_ago,bed_time_three_days_ago,bed_time_two_days_ago,bed_time_one_days_ago,sleep_minutes_three_days_ago,sleep_minutes_two_days_ago,sleep_minutes_one_days_ago,sleep_deficit_change,sleep_deficit_minutes_simple,procrastination_minutes_three_day_weighted_cumulative_history,consent,sex,age,edu,timezone_change,sleep_disorder,nightshift,psy_disorder,wake,young_kids,partn,bptrt_1,bptrt_2,bptrt_3,bptrt_4,bptrt_5,bptrt_6,bptrt_7,bptrt_8,bptrt_9,ats_1,atbr_1,sq_1,sq_2,sq_3,sq_4,sq_5,sq_6,atbr_2,atbr_3,ats_2,ats_3,chron_1,chron_2,chron_3,chron_4,chron_5,chron_6,chron_7,chron_8,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,bptrt_score,ats_score,atbr_score,sq_score,chron_score,sc_score,id,questionnaire_timestamp,late_reason,presleep_description,bed_time_plan_aligned,date
11/04/2017 03:00,1,10/04/2017 10:00,2,1,0,0,1,2,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2902,0,6.2,0,0,0,60,60,4,2,01:00:00,360,,,,,,720,,,2,,,0,,,4,,,6,,,6,,,0,,,0,,,0,,,,,,0,,,10/04/2017 03:00,,,360,120,,,1,0,28,4,0,0,1,0,0,0,0,4,0,-3,4,1,4,0,2,-1,2,3,0,0,0,0,1,-3,4,4,0,-4,-3,2,3,-4,1,-2,-2,1,1,-2,-1,-4,0,1,0,0,-1,-1,1,-1,-2,11,-2,11,-2,-5,-9,GW98,2017-04-11 00:30:34+02:00,Gamen,Gamen,11/04/2017 02:00,2017-04-10 00:30:34+02:00
12/04/2017 04:00,1,11/04/2017 13:00,0,0,0,0,0,2,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3794,5,10.3,0,0,1,120,120,8,3,00:15:00,525,,,180,,1245,885,,2,1,,0,0,,6,4,,9,6,,9,6,,0,0,,0,0,,0,0,,,60,,0,0,,10/04/2017 03:00,11/04/2017 03:00,,360,360,-45,,,1,0,28,4,0,0,1,0,0,0,0,4,0,-3,4,1,4,0,2,-1,2,3,0,0,0,0,1,-3,4,4,0,-4,-3,2,3,-4,1,-2,-2,1,1,-2,-1,-4,0,1,0,0,-1,-1,1,-1,-2,11,-2,11,-2,-5,-9,GW98,2017-04-12 03:20:10+02:00,Tijd voor mezelf,Gamen,12/04/2017 02:00,2017-04-11 03:20:10+02:00
13/04/2017 02:45,0,12/04/2017 12:00,1,0,0,0,0,2,2,2,3,1,0,0,0,0,0,0,0,2,0,0,0,0,12903,10,0.9,2,0,2,-15,0,0,0,00:30:00,525,,165,105,1770,1410,1050,2,1,0,0,0,0,8,6,4,12,9,6,10,7,4,0,0,0,0,0,0,2,2,2,,60,120,0,0,0,10/04/2017 03:00,11/04/2017 03:00,12/04/2017 04:00,360,360,525,-45,150,57,1,0,28,4,0,0,1,0,0,0,0,4,0,-3,4,1,4,0,2,-1,2,3,0,0,0,0,1,-3,4,4,0,-4,-3,2,3,-4,1,-2,-2,1,1,-2,-1,-4,0,1,0,0,-1,-1,1,-1,-2,11,-2,11,-2,-5,-9,GW98,2017-04-13 07:01:03+02:00,,"Feestje, opruimen",13/04/2017 03:00,2017-04-12 07:01:03+02:00
14/04/2017 07:00,1,13/04/2017 14:00,0,0,1,0,0,2,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,2,8421,9,6.6,2,0,3,120,120,8,3,00:15:00,405,285,225,105,1815,1455,930,1,0,0,1,1,1,8,6,4,12,9,6,10,7,4,0,0,0,0,0,0,4,4,4,60,120,-15,0,0,2,11/04/2017 03:00,12/04/2017 04:00,13/04/2017 02:45,360,525,525,75,105,136.5,1,0,28,4,0,0,1,0,0,0,0,4,0,-3,4,1,4,0,2,-1,2,3,0,0,0,0,1,-3,4,4,0,-4,-3,2,3,-4,1,-2,-2,1,1,-2,-1,-4,0,1,0,0,-1,-1,1,-1,-2,11,-2,11,-2,-5,-9,GW98,2017-04-14 01:19:25+02:00,Game tijd na een hele dag werken,Gamen,14/04/2017 05:00,2017-04-13 01:19:25+02:00
15/04/2017 01:15,1,14/04/2017 05:10,1,1,0,0,0,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,6918,5,4.8,0,0,4,75,75,5,3,00:30:00,205,300,180,195,1660,1135,610,1,1,1,1,1,1,8,6,4,12,9,6,9,6,5,0,0,0,0,0,0,4,4,2,120,-15,120,0,2,2,12/04/2017 04:00,13/04/2017 02:45,14/04/2017 07:00,525,525,405,275,350,132,1,0,28,4,0,0,1,0,0,0,0,4,0,-3,4,1,4,0,2,-1,2,3,0,0,0,0,1,-3,4,4,0,-4,-3,2,3,-4,1,-2,-2,1,1,-2,-1,-4,0,1,0,0,-1,-1,1,-1,-2,11,-2,11,-2,-5,-9,GW98,2017-04-15 02:58:29+02:00,Geen slaap,TV kijken,15/04/2017 00:00,2017-04-14 02:58:29+02:00
16/04/2017 03:00,1,15/04/2017 13:00,0,0,0,0,0,2,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,2,6787,2,4.5,2,0,5,60,60,4,2,00:15:00,585,240,255,135,1720,1195,790,1,1,1,1,1,0,8,6,4,12,9,6,8,7,4,0,0,0,0,0,0,6,4,2,-15,120,75,2,2,0,13/04/2017 02:45,14/04/2017 07:00,15/04/2017 01:15,525,405,205,-105,200,121.5,1,0,28,4,0,0,1,0,0,0,0,4,0,-3,4,1,4,0,2,-1,2,3,0,0,0,0,1,-3,4,4,0,-4,-3,2,3,-4,1,-2,-2,1,1,-2,-1,-4,0,1,0,0,-1,-1,1,-1,-2,11,-2,11,-2,-5,-9,GW98,2017-04-16 05:11:22+02:00,Vrije dag vandaag,Bankhangen,16/04/2017 02:00,2017-04-15 05:11:22+02:00
17/04/2017 05:30,1,16/04/2017 12:40,0,0,0,0,0,2,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,2,5735,3,2.9,2,0,6,150,150,10,3,00:15:00,415,405,285,210,1610,1205,1000,1,1,0,1,0,0,8,6,4,11,8,5,10,7,5,0,0,0,0,0,0,6,4,4,120,75,60,2,0,2,14/04/2017 07:00,15/04/2017 01:15,16/04/2017 03:00,405,205,585,65,310,195,1,0,28,4,0,0,1,0,0,0,0,4,0,-3,4,1,4,0,2,-1,2,3,0,0,0,0,1,-3,4,4,0,-4,-3,2,3,-4,1,-2,-2,1,1,-2,-1,-4,0,1,0,0,-1,-1,1,-1,-2,11,-2,11,-2,-5,-9,GW98,2017-04-17 04:44:45+02:00,Gamen in eigen tijd,Gamen op de pc,17/04/2017 03:00,2017-04-16 04:44:45+02:00
18/04/2017 05:00,0,17/04/2017 14:00,0,0,1,0,1,2,3,3,3,3,0,0,0,0,0,0,0,2,0,0,0,0,17114,17,9.9,2,0,0,180,180,12,3,00:15:00,525,465,390,330,1730,1525,940,1,0,0,1,1,1,8,6,4,11,8,5,10,8,6,0,0,0,0,0,0,6,6,4,75,60,150,0,2,2,15/04/2017 01:15,16/04/2017 03:00,17/04/2017 05:30,205,585,415,-45,190,267,1,0,28,4,0,0,1,0,0,0,0,4,0,-3,4,1,4,0,2,-1,2,3,0,0,0,0,1,-3,4,4,0,-4,-3,2,3,-4,1,-2,-2,1,1,-2,-1,-4,0,1,0,0,-1,-1,1,-1,-2,11,-2,11,-2,-5,-9,GW98,2017-04-18 02:22:29+02:00,,"Uitgaan, alcohol, muziek, fietsen",18/04/2017 02:00,2017-04-17 02:22:29+02:00
19/04/2017 02:00,1,18/04/2017 05:15,2,1,0,0,0,1,3,2,3,2,0,0,0,0,0,0,0,0,2,0,0,0,18335,37,10.2,2,0,1,120,120,8,3,01:00:00,135,510,450,300,1660,1075,660,1,1,1,1,1,1,7,5,3,11,8,6,10,8,5,0,0,0,0,0,0,8,6,4,60,150,180,2,2,2,16/04/2017 03:00,17/04/2017 05:30,18/04/2017 05:00,585,415,525,345,345,240,1,0,28,4,0,0,1,0,0,0,0,4,0,-3,4,1,4,0,2,-1,2,3,0,0,0,0,1,-3,4,4,0,-4,-3,2,3,-4,1,-2,-2,1,1,-2,-1,-4,0,1,0,0,-1,-1,1,-1,-2,11,-2,11,-2,-5,-9,GW98,2017-04-19 03:40:42+02:00,Laat thuis,"Klussen, familie,",19/04/2017 00:00,2017-04-18 03:40:42+02:00
20/04/2017 03:45,0,19/04/2017 13:30,0,0,0,0,0,2,1,1,3,2,0,0,0,0,0,0,0,2,0,0,0,0,3319,0,7.9,2,0,2,105,105,7,3,00:15:00,570,555,405,225,1645,1230,705,1,1,1,1,1,0,7,5,3,11,9,6,10,7,4,0,0,0,0,0,0,8,6,4,150,180,120,2,2,2,17/04/2017 05:30,18/04/2017 05:00,19/04/2017 02:00,415,525,135,-90,275,201,1,0,28,4,0,0,1,0,0,0,0,4,0,-3,4,1,4,0,2,-1,2,3,0,0,0,0,1,-3,4,4,0,-4,-3,2,3,-4,1,-2,-2,1,1,-2,-1,-4,0,1,0,0,-1,-1,1,-1,-2,11,-2,11,-2,-5,-9,GW98,2017-04-20 02:09:20+02:00,,Feestje,20/04/2017 02:00,2017-04-19 02:09:20+02:00
21/04/2017 02:10,1,20/04/2017 05:30,2,1,0,0,1,2,2,2,3,1,0,0,0,0,0,0,0,2,0,0,0,0,9452,13,11.5,2,0,3,70,70,4,2,01:00:00,140,475,295,175,1370,845,710,2,2,1,1,0,0,7,5,4,12,9,6,8,5,3,0,0,0,0,0,0,8,6,4,180,120,105,2,2,2,18/04/2017 05:00,19/04/2017 02:00,20/04/2017 03:45,525,135,570,340,550,146.5,1,0,28,4,0,0,1,0,0,0,0,4,0,-3,4,1,4,0,2,-1,2,3,0,0,0,0,1,-3,4,4,0,-4,-3,2,3,-4,1,-2,-2,1,1,-2,-1,-4,0,1,0,0,-1,-1,1,-1,-2,11,-2,11,-2,-5,-9,GW98,2017-04-21 00:48:35+02:00,Paasfeestje,"Feestje, borrel, gezelligheid",21/04/2017 01:00,2017-04-20 00:48:35+02:00
22/04/2017 01:00,0,21/04/2017 13:00,1,0,0,0,0,2,0,1,3,2,0,0,0,0,0,0,2,0,0,0,0,0,2218,0,0.3,2,0,4,0,0,0,0,00:30:00,690,295,175,70,1535,1400,830,2,1,1,0,0,0,7,6,4,12,9,6,7,5,3,0,0,0,0,0,0,8,6,4,120,105,70,2,2,2,19/04/2017 02:00,20/04/2017 03:45,21/04/2017 02:10,135,570,140,-210,385,56,1,0,28,4,0,0,1,0,0,0,0,4,0,-3,4,1,4,0,2,-1,2,3,0,0,0,0,1,-3,4,4,0,-4,-3,2,3,-4,1,-2,-2,1,1,-2,-1,-4,0,1,0,0,-1,-1,1,-1,-2,11,-2,11,-2,-5,-9,GW98,2017-04-22 05:46:18+02:00,,TV kijken,22/04/2017 01:00,2017-04-21 05:46:18+02:00
23/04/2017 05:45,1,22/04/2017 13:30,0,0,0,0,0,2,0,1,1,3,0,1,0,0,0,2,2,0,0,0,0,1,2944,1,6.8,6,2,5,165,165,11,3,00:15:00,450,340,235,165,1850,1280,1140,1,1,0,0,0,0,8,6,4,10,7,4,8,6,5,1,1,1,0,0,0,12,10,8,105,70,0,2,2,2,20/04/2017 03:45,21/04/2017 02:10,22/04/2017 01:00,570,140,690,30,70,179,1,0,28,4,0,0,1,0,0,0,0,4,0,-3,4,1,4,0,2,-1,2,3,0,0,0,0,1,-3,4,4,0,-4,-3,2,3,-4,1,-2,-2,1,1,-2,-1,-4,0,1,0,0,-1,-1,1,-1,-2,11,-2,11,-2,-5,-9,GW98,2017-04-23 05:00:25+02:00,"Gamen, studeren uitstellen","Gamen, tv kijken",23/04/2017 03:00,2017-04-22 05:00:25+02:00
24/04/2017 05:00,1,23/04/2017 08:45,0,0,0,1,2,1,0,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,3906,3,6.8,1,1,6,240,240,16,3,00:15:00,210,475,405,405,1490,1350,660,1,0,0,0,0,0,7,5,3,10,7,4,9,8,6,1,1,1,0,0,0,11,9,7,70,0,165,2,2,6,21/04/2017 02:10,22/04/2017 01:00,23/04/2017 05:45,140,690,450,270,430,322.5,1,0,28,4,0,0,1,0,0,0,0,4,0,-3,4,1,4,0,2,-1,2,3,0,0,0,0,1,-3,4,4,0,-4,-3,2,3,-4,1,-2,-2,1,1,-2,-1,-4,0,1,0,0,-1,-1,1,-1,-2,11,-2,11,-2,-5,-9,GW98,2017-04-24 03:00:11+02:00,Studeren,"Studeren, PC",24/04/2017 01:00,2017-04-23 03:00:11+02:00
25/04/2017 03:30,1,24/04/2017 13:30,0,0,0,0,0,2,0,2,2,3,0,0,0,0,0,2,0,0,0,0,0,2,3454,6,1.9,4,0,0,30,30,2,1,00:15:00,585,435,435,270,1935,1245,795,0,0,0,0,0,0,7,5,3,9,6,5,11,9,6,1,1,0,0,0,0,13,11,5,0,165,240,2,6,1,22/04/2017 01:00,23/04/2017 05:45,24/04/2017 05:00,690,450,210,-105,165,183,1,0,28,4,0,0,1,0,0,0,0,4,0,-3,4,1,4,0,2,-1,2,3,0,0,0,0,1,-3,4,4,0,-4,-3,2,3,-4,1,-2,-2,1,1,-2,-1,-4,0,1,0,0,-1,-1,1,-1,-2,11,-2,11,-2,-5,-9,GW98,2017-04-25 01:26:30+02:00,Studie,"voetbal, studeren",25/04/2017 03:00,2017-04-24 01:26:30+02:00
26/04/2017 02:00,1,25/04/2017 05:15,2,1,0,0,0,1,1,3,2,3,0,0,0,0,0,2,0,0,0,0,0,0,5469,2,7.6,2,0,1,120,120,8,3,01:00:00,135,555,390,150,1380,930,720,1,1,1,0,0,0,6,4,3,8,7,4,12,9,6,1,0,0,0,0,0,13,7,6,165,240,30,6,1,4,23/04/2017 05:45,24/04/2017 05:00,25/04/2017 03:30,450,210,585,345,540,183,1,0,28,4,0,0,1,0,0,0,0,4,0,-3,4,1,4,0,2,-1,2,3,0,0,0,0,1,-3,4,4,0,-4,-3,2,3,-4,1,-2,-2,1,1,-2,-1,-4,0,1,0,0,-1,-1,1,-1,-2,11,-2,11,-2,-5,-9,GW98,2017-04-26 02:19:46+02:00,Studie,"Studeren, pc",26/04/2017 00:00,2017-04-25 02:19:46+02:00
27/04/2017 02:30,1,26/04/2017 05:15,1,0,0,0,0,2,0,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,2991,1,8,1,1,2,150,150,10,3,00:30:00,135,540,300,270,1065,855,270,1,1,1,0,0,0,6,5,3,10,7,5,12,9,6,0,0,0,0,0,0,8,7,3,240,30,120,1,4,2,24/04/2017 05:00,25/04/2017 03:30,26/04/2017 02:00,210,585,135,345,855,216,1,0,28,4,0,0,1,0,0,0,0,4,0,-3,4,1,4,0,2,-1,2,3,0,0,0,0,1,-3,4,4,0,-4,-3,2,3,-4,1,-2,-2,1,1,-2,-1,-4,0,1,0,0,-1,-1,1,-1,-2,11,-2,11,-2,-5,-9,GW98,2017-04-27 03:09:28+02:00,Studie,Studeren,27/04/2017 00:00,2017-04-26 03:09:28+02:00
28/04/2017 03:00,0,27/04/2017 14:00,0,0,0,0,0,2,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4885,8,7.5,0,0,3,60,60,4,2,00:15:00,645,360,330,210,1500,915,780,1,1,0,0,0,0,7,5,4,10,8,6,12,9,6,0,0,0,0,0,0,7,3,1,30,120,150,4,2,1,25/04/2017 03:30,26/04/2017 02:00,27/04/2017 02:30,585,135,135,-165,420,159,1,0,28,4,0,0,1,0,0,0,0,4,0,-3,4,1,4,0,2,-1,2,3,0,0,0,0,1,-3,4,4,0,-4,-3,2,3,-4,1,-2,-2,1,1,-2,-1,-4,0,1,0,0,-1,-1,1,-1,-2,11,-2,11,-2,-5,-9,GW98,2017-04-28 04:27:31+02:00,,Gamen,28/04/2017 02:00,2017-04-27 04:27:31+02:00
29/04/2017 05:30,1,28/04/2017 13:00,0,0,0,1,0,2,0,1,2,3,0,2,0,0,0,0,0,0,0,0,0,0,3602,6,7.9,2,0,4,150,150,10,3,00:15:00,435,480,360,210,1350,1215,1080,1,0,0,0,0,0,7,6,4,10,8,5,12,9,6,2,2,2,0,0,0,5,3,2,120,150,60,2,1,0,26/04/2017 02:00,27/04/2017 02:30,28/04/2017 03:00,135,135,645,45,570,210,1,0,28,4,0,0,1,0,0,0,0,4,0,-3,4,1,4,0,2,-1,2,3,0,0,0,0,1,-3,4,4,0,-4,-3,2,3,-4,1,-2,-2,1,1,-2,-1,-4,0,1,0,0,-1,-1,1,-1,-2,11,-2,11,-2,-5,-9,GW98,2017-04-29 01:40:32+02:00,Gamen,"Gaming, PC",29/04/2017 03:00,2017-04-28 01:40:32+02:00
30/04/2017 02:15,1,29/04/2017 05:10,1,1,0,0,0,2,0,1,3,3,0,0,0,0,0,0,0,2,0,0,0,0,4049,3,6.7,2,0,5,135,135,9,3,00:30:00,145,495,345,285,1360,1225,580,1,1,1,0,0,0,8,6,4,11,8,5,12,9,6,2,2,2,0,0,0,5,4,4,150,60,150,1,0,2,27/04/2017 02:30,28/04/2017 03:00,29/04/2017 05:30,135,645,435,335,560,222,1,0,28,4,0,0,1,0,0,0,0,4,0,-3,4,1,4,0,2,-1,2,3,0,0,0,0,1,-3,4,4,0,-4,-3,2,3,-4,1,-2,-2,1,1,-2,-1,-4,0,1,0,0,-1,-1,1,-1,-2,11,-2,11,-2,-5,-9,GW98,2017-04-30 03:17:54+02:00,Gamen,"Bioscoop, fietsen",30/04/2017 00:00,2017-04-29 03:17:54+02:00
09/04/2017 22:45,0,09/04/2017 08:15,0,0,2,1,1,1,0,0,3,3,0,0,0,2,0,0,2,0,0,0,0,2,2011,1,12.5,6,0,6,,,,,00:15:00,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,,,1,0,51,4,0,0,0,0,1,0,0,0,-3,-3,1,1,1,-2,1,-2,0,0,1,0,2,3,3,-1,0,1,0,-2,-2,1,2,-2,2,-1,-2,0,2,-1,-3,-4,-1,2,-3,2,-4,-3,3,-2,-3,-6,-2,1,8,-2,-15,HA61,2017-04-10 19:41:11+02:00,,"Auto rijden, Hond uitlaten, tv kijken",NaT,2017-04-09 19:41:11+02:00
10/04/2017 21:50,0,10/04/2017 05:35,1,0,2,1,1,2,1,1,2,2,0,0,0,2,0,0,2,2,0,0,0,0,6084,2,1.9,6,0,0,5,5,0,0,00:30:00,435,,,,,,990,,,0,,,4,,,3,,,5,,,5,,,0,,,4,,,12,,,,,,6,,,09/04/2017 22:45,,,555,45,,,1,0,51,4,0,0,0,0,1,0,0,0,-3,-3,1,1,1,-2,1,-2,0,0,1,0,2,3,3,-1,0,1,0,-2,-2,1,2,-2,2,-1,-2,0,2,-1,-3,-4,-1,2,-3,2,-4,-3,3,-2,-3,-6,-2,1,8,-2,-15,HA61,2017-04-11 20:53:33+02:00,,"Computer, hond uitlaten, tv kijken",10/04/2017 21:45,2017-04-10 20:53:33+02:00
11/04/2017 21:55,1,11/04/2017 05:40,0,0,2,1,1,1,1,1,3,3,0,0,0,2,0,0,0,2,0,0,0,2,5439,4,1.6,6,0,1,5,5,0,0,00:15:00,450,,,10,,1440,885,,0,0,,6,4,,4,3,,8,5,,8,5,,0,0,,6,4,,18,12,,,5,,6,6,,09/04/2017 22:45,10/04/2017 21:50,,555,435,30,,,1,0,51,4,0,0,0,0,1,0,0,0,-3,-3,1,1,1,-2,1,-2,0,0,1,0,2,3,3,-1,0,1,0,-2,-2,1,2,-2,2,-1,-2,0,2,-1,-3,-4,-1,2,-3,2,-4,-3,3,-2,-3,-6,-2,1,8,-2,-15,HA61,2017-04-12 21:44:13+02:00,TV programma,"Eten, hond uitlaten, tv-kijken",11/04/2017 21:50,2017-04-11 21:44:13+02:00
12/04/2017 21:50,0,12/04/2017 05:40,1,1,3,1,3,0,3,1,2,1,0,0,0,2,0,2,2,2,0,0,0,2,13097,14,0.1,10,0,2,-10,0,0,0,00:30:00,440,,0,-5,1880,1325,890,1,1,1,9,7,5,4,3,1,10,7,5,9,6,4,0,0,0,8,6,4,28,22,16,,5,5,6,6,6,09/04/2017 22:45,10/04/2017 21:50,11/04/2017 21:55,555,435,450,40,70,0,1,0,51,4,0,0,0,0,1,0,0,0,-3,-3,1,1,1,-2,1,-2,0,0,1,0,2,3,3,-1,0,1,0,-2,-2,1,2,-2,2,-1,-2,0,2,-1,-3,-4,-1,2,-3,2,-4,-3,3,-2,-3,-6,-2,1,8,-2,-15,HA61,2017-04-13 22:01:19+02:00,,"Ete,, skeeleren, tv kijken",12/04/2017 22:00,2017-04-12 22:01:19+02:00
13/04/2017 22:10,1,13/04/2017 07:15,0,0,3,1,1,2,1,1,3,3,0,0,0,2,0,0,2,2,0,0,0,0,3901,1,6.6,6,0,3,20,20,1,1,00:15:00,530,20,15,10,1855,1420,970,1,1,1,10,8,6,5,3,2,10,8,5,9,7,4,0,0,0,8,6,4,28,22,16,5,5,-10,6,6,10,10/04/2017 21:50,11/04/2017 21:55,12/04/2017 21:50,435,450,440,-50,65,16,1,0,51,4,0,0,0,0,1,0,0,0,-3,-3,1,1,1,-2,1,-2,0,0,1,0,2,3,3,-1,0,1,0,-2,-2,1,2,-2,2,-1,-2,0,2,-1,-3,-4,-1,2,-3,2,-4,-3,3,-2,-3,-6,-2,1,8,-2,-15,HA61,2017-04-14 21:09:57+02:00,Iets meer tijd voor tandenpoetsen ed,"Eten, hond uitlaten, tv kijken",13/04/2017 21:50,2017-04-13 21:09:57+02:00
14/04/2017 21:50,0,14/04/2017 07:30,1,0,2,1,1,1,1,1,2,3,0,0,0,2,1,0,2,2,0,0,0,0,8840,6,0.6,7,1,4,-10,0,0,0,00:30:00,550,5,0,10,1970,1520,1080,1,1,0,10,8,5,4,3,3,10,7,5,10,7,6,0,0,0,8,6,4,29,23,13,5,-10,20,6,10,6,11/04/2017 21:55,12/04/2017 21:50,13/04/2017 22:10,450,440,530,-70,0,0,1,0,51,4,0,0,0,0,1,0,0,0,-3,-3,1,1,1,-2,1,-2,0,0,1,0,2,3,3,-1,0,1,0,-2,-2,1,2,-2,2,-1,-2,0,2,-1,-3,-4,-1,2,-3,2,-4,-3,3,-2,-3,-6,-2,1,8,-2,-15,HA61,2017-04-15 21:12:35+02:00,,"Hond uitlaten, tv, lezen",14/04/2017 22:00,2017-04-14 21:12:35+02:00
15/04/2017 21:50,0,15/04/2017 08:30,0,0,2,1,1,2,1,1,1,3,0,0,0,2,0,2,2,2,0,0,0,2,4063,2,6.8,10,0,5,-10,0,0,0,00:15:00,625,-10,0,-20,2145,1705,1175,1,0,0,10,7,4,5,5,3,8,6,3,10,9,6,0,0,0,8,6,4,33,23,17,-10,20,-10,10,6,7,12/04/2017 21:50,13/04/2017 22:10,14/04/2017 21:50,440,530,550,-145,0,0,1,0,51,4,0,0,0,0,1,0,0,0,-3,-3,1,1,1,-2,1,-2,0,0,1,0,2,3,3,-1,0,1,0,-2,-2,1,2,-2,2,-1,-2,0,2,-1,-3,-4,-1,2,-3,2,-4,-3,3,-2,-3,-6,-2,1,8,-2,-15,HA61,2017-04-16 21:09:30+02:00,,"Hond uitlaten, tv kijken, reis zoen internet",15/04/2017 22:00,2017-04-15 21:09:30+02:00
16/04/2017 23:00,1,16/04/2017 08:05,0,0,1,0,0,2,1,1,1,2,0,0,0,2,0,0,2,0,0,0,0,2,4478,2,8.6,6,0,6,60,60,4,2,00:15:00,530,60,40,50,2235,1705,1155,0,0,0,8,5,3,7,5,4,7,4,2,11,8,5,0,0,0,8,6,4,29,23,16,20,-10,-10,6,7,10,13/04/2017 22:10,14/04/2017 21:50,15/04/2017 21:50,530,550,625,-50,0,53,1,0,51,4,0,0,0,0,1,0,0,0,-3,-3,1,1,1,-2,1,-2,0,0,1,0,2,3,3,-1,0,1,0,-2,-2,1,2,-2,2,-1,-2,0,2,-1,-3,-4,-1,2,-3,2,-4,-3,3,-2,-3,-6,-2,1,8,-2,-15,HA61,2017-04-17 22:02:00+02:00,Tv programma,"Hond, tv kijken",16/04/2017 22:00,2017-04-16 22:02:00+02:00
17/04/2017 22:30,0,17/04/2017 08:15,1,0,1,1,1,2,1,0,0,3,0,0,0,2,0,0,2,0,0,0,0,2,5567,3,7.6,6,0,0,0,0,0,0,00:30:00,555,40,50,60,2260,1710,1085,0,0,0,6,4,2,7,6,4,4,2,1,11,8,5,0,0,0,8,6,4,29,22,12,-10,-10,60,7,10,6,14/04/2017 21:50,15/04/2017 21:50,16/04/2017 23:00,550,625,530,-75,0,28,1,0,51,4,0,0,0,0,1,0,0,0,-3,-3,1,1,1,-2,1,-2,0,0,1,0,2,3,3,-1,0,1,0,-2,-2,1,2,-2,2,-1,-2,0,2,-1,-3,-4,-1,2,-3,2,-4,-3,3,-2,-3,-6,-2,1,8,-2,-15,HA61,2017-04-18 22:39:10+02:00,,"Hond, tv, internet",17/04/2017 22:30,2017-04-17 22:39:10+02:00
18/04/2017 22:30,0,18/04/2017 08:30,1,0,1,0,0,2,1,0,1,3,0,0,0,2,0,0,2,0,0,0,0,0,3737,1,6.3,4,0,1,-15,0,0,0,00:30:00,570,35,45,-15,2280,1655,1125,0,0,0,5,3,2,8,6,4,3,2,1,11,8,6,0,0,0,8,6,4,26,16,10,-10,60,0,10,6,6,15/04/2017 21:50,16/04/2017 23:00,17/04/2017 22:30,625,530,555,-90,0,0,1,0,51,4,0,0,0,0,1,0,0,0,-3,-3,1,1,1,-2,1,-2,0,0,1,0,2,3,3,-1,0,1,0,-2,-2,1,2,-2,2,-1,-2,0,2,-1,-3,-4,-1,2,-3,2,-4,-3,3,-2,-3,-6,-2,1,8,-2,-15,HA61,2017-04-19 22:48:45+02:00,,"Hoe, tv, internet",18/04/2017 22:45,2017-04-18 22:48:45+02:00
